,1,2,3,4,5,correlation
room im,0.00110389897117,0.00151917964299,0.000837815194184,0.000461372024946,0.000219587176109,-0.9
social media,0.00110389897117,0.000241687670476,0.000189184076106,0.000111365661194,0.000134192163178,-0.9
door room,0.00110389897117,0.0016227600732,0.000810788897597,0.000429553264605,0.000268384326355,-0.9
spirit airlines,0.00107446166527,0.000207160860408,0.000108105186346,3.18187603411e-05,9.75943004929e-05,-0.9
upgrade room,0.00107446166527,0.00117391154231,0.000621604821491,0.000620465826651,0.000426975064656,-0.9
hour check,0.00107446166527,0.00124296516245,0.000702683711251,0.000222731322388,6.0996437808e-05,-0.9
early check,0.00105974301232,0.0016227600732,0.000918894083944,0.000763650248186,0.000719757966135,-0.9
additional fees,0.00104502435937,0.000621482581224,0.000297289262452,0.000143184421535,0.000158590738301,-0.9
dont waste time,0.00103030570642,0.00034526810068,0.000108105186346,4.77281405116e-05,6.0996437808e-05,-0.9
night didnt,0.00103030570642,0.000966750681904,0.000594578524905,0.000747740868016,0.000292782901479,-0.9
whole hotel,0.00101558705347,0.00165728688326,0.000810788897597,0.000604556446481,0.000585565802957,-0.9
extra night,0.00101558705347,0.000725063011428,0.000594578524905,0.000429553264605,0.000439174352218,-0.9
maid service,0.00100086840052,0.00131201878258,0.000918894083944,0.000620465826651,0.000329380764163,-0.9
book hotel,0.000971431094626,0.000586955771156,0.000351341855626,0.00030227822324,0.00030498218904,-0.9
rental counter,0.000956712441677,0.000483375340952,0.000243236669279,0.000175003181876,0.000219587176109,-0.9
front office,0.000956712441677,0.000241687670476,0.000108105186346,0.000175003181876,7.31957253696e-05,-0.9
hours time,0.000941993788728,0.000552428961088,0.000297289262452,0.000143184421535,0.000146391450739,-0.9
common sense,0.000941993788728,0.000414321720816,0.000270262965866,0.000143184421535,0.000146391450739,-0.9
super rude,0.000941993788728,0.00034526810068,8.10788897597e-05,9.54562810233e-05,3.65978626848e-05,-0.9
hotel dont,0.000941993788728,0.00100127749197,0.000594578524905,0.00057273768614,0.000439174352218,-0.9
fix problem,0.000941993788728,0.000759589821496,0.000270262965866,0.000111365661194,0.000121992875616,-0.9
different company,0.00092727513578,0.000586955771156,0.000135131482933,0.000111365661194,0.000134192163178,-0.9
car didnt,0.00092727513578,0.000310741290612,0.000162157779519,0.000238640702558,0.000134192163178,-0.9
hotel didnt,0.000912556482831,0.00113938473224,0.000756736304424,0.000731831487845,0.000317181476602,-0.9
room dont,0.000912556482831,0.00107033111211,0.000675657414664,0.000334096983582,0.000121992875616,-0.9
entire room,0.000912556482831,0.00100127749197,0.000567552228318,0.000381825124093,0.000256185038794,-0.9
bed bug,0.000897837829882,0.000276214480544,0.000108105186346,0.0,3.65978626848e-05,-0.9
extra dollars,0.000883119176933,0.000656009391292,0.000243236669279,0.000143184421535,0.000219587176109,-0.9
disappointing experience,0.000883119176933,0.000794116631564,0.000270262965866,0.0,1.21992875616e-05,-0.9
food credit,0.000883119176933,0.000552428961088,0.000216210372693,0.000318187603411,0.000109793588054,-0.9
multiple people,0.000868400523984,0.000725063011428,0.000297289262452,0.000365915743923,0.000170790025862,-0.9
fire alarm,0.000868400523984,0.00107033111211,0.000594578524905,0.000143184421535,7.31957253696e-05,-0.9
full size car,0.000853681871035,0.000379794910748,0.000189184076106,0.000222731322388,0.000146391450739,-0.9
hotel hotel,0.000853681871035,0.00069053620136,0.000756736304424,0.000636375206822,0.000402576489533,-0.9
due fact,0.000853681871035,0.00120843835238,0.000837815194184,0.000525009545628,0.000353779339287,-0.9
bank account,0.000853681871035,0.000483375340952,0.000270262965866,7.95469008527e-05,8.53950129312e-05,-0.9
original reservation,0.000838963218086,0.000483375340952,0.000216210372693,0.000222731322388,0.000134192163178,-0.9
full size,0.000824244565137,0.000621482581224,0.000513499635145,0.000525009545628,0.00030498218904,-0.9
old room,0.000809525912189,0.00131201878258,0.000540525931732,0.000318187603411,8.53950129312e-05,-0.9
original room,0.000809525912189,0.000448848530884,0.000567552228318,0.00030227822324,0.000182989313424,-0.9
free tickets,0.00079480725924,0.000379794910748,0.000405394448799,0.000318187603411,0.000317181476602,-0.9
time check,0.00079480725924,0.000932223871836,0.000756736304424,0.000652284586992,0.000365978626848,-0.9
huge line,0.00079480725924,0.000932223871836,0.000405394448799,0.00030227822324,0.000134192163178,-0.9
paper work,0.00079480725924,0.000207160860408,0.000135131482933,7.95469008527e-05,0.000121992875616,-0.9
tank gas,0.00079480725924,0.000276214480544,0.000216210372693,9.54562810233e-05,0.000109793588054,-0.9
hour time,0.000780088606291,0.000310741290612,0.000270262965866,0.000127275041364,0.000134192163178,-0.9
wrong car,0.000780088606291,0.00034526810068,0.000162157779519,4.77281405116e-05,8.53950129312e-05,-0.9
walls paper,0.000765369953342,0.00124296516245,0.000648631118078,0.000190912562047,1.21992875616e-05,-0.9
negative experience,0.000765369953342,0.000483375340952,0.000216210372693,0.00030227822324,8.53950129312e-05,-0.9
didnt pay,0.000765369953342,0.000828643441632,0.000513499635145,0.000381825124093,0.000231786463671,-0.9
black mold,0.000765369953342,0.000310741290612,0.000162157779519,0.0,1.21992875616e-05,-0.9
huge mistake,0.000765369953342,0.00034526810068,0.000108105186346,0.0,9.75943004929e-05,-0.9
thats fine,0.000765369953342,0.000241687670476,0.000324315559039,0.000127275041364,3.65978626848e-05,-0.9
bob evans,0.000750651300393,0.0008631702517,0.000648631118078,0.000477281405116,0.000292782901479,-0.9
saturday morning,0.000750651300393,0.000621482581224,0.000297289262452,0.00030227822324,0.000219587176109,-0.9
long flight,0.000750651300393,0.000828643441632,0.000459447041972,0.000413643884434,0.000280583613917,-0.9
degree heat,0.000750651300393,0.000656009391292,0.000297289262452,0.000636375206822,0.000292782901479,-0.9
new flight,0.000735932647444,0.000138107240272,8.10788897597e-05,3.18187603411e-05,7.31957253696e-05,-0.9
hotel security,0.000735932647444,0.00034526810068,0.000108105186346,6.36375206822e-05,9.75943004929e-05,-0.9
car insurance,0.000735932647444,0.000138107240272,0.000135131482933,3.18187603411e-05,3.65978626848e-05,-0.9
star reviews,0.000735932647444,0.000483375340952,0.000351341855626,0.000222731322388,0.000292782901479,-0.9
bell desk,0.000721213994495,0.00138107240272,0.000648631118078,0.000525009545628,0.000170790025862,-0.9
different location,0.000721213994495,0.00051790215102,0.000162157779519,0.000175003181876,0.000146391450739,-0.9
bad taste mouth,0.000721213994495,0.00124296516245,0.000675657414664,0.000206821942217,2.43985751232e-05,-0.9
clean sheets,0.000721213994495,0.000828643441632,0.000594578524905,0.000397734504264,0.000231786463671,-0.9
wrong hotel,0.000706495341546,0.000656009391292,0.000621604821491,0.00028636884307,0.000317181476602,-0.9
key card,0.000706495341546,0.00110485792218,0.000648631118078,0.00030227822324,0.000256185038794,-0.9
gift card,0.000706495341546,0.000552428961088,0.000243236669279,0.000254550082729,0.000134192163178,-0.9
different airline,0.000706495341546,0.000241687670476,2.70262965866e-05,1.59093801705e-05,2.43985751232e-05,-0.9
economy car,0.000706495341546,0.00034526810068,0.000189184076106,0.000111365661194,0.000146391450739,-0.9
show tickets,0.000706495341546,0.000828643441632,0.000486473338558,0.000254550082729,0.000170790025862,-0.9
minutes car,0.000691776688597,0.000621482581224,0.000405394448799,0.000429553264605,0.000341580051725,-0.9
shower curtain,0.000691776688597,0.000725063011428,0.000513499635145,0.000143184421535,4.87971502464e-05,-0.9
room check,0.000691776688597,0.000966750681904,0.000297289262452,0.000254550082729,0.000182989313424,-0.9
money dont,0.000691776688597,0.000379794910748,0.000135131482933,0.000159093801705,0.000121992875616,-0.9
email address,0.000691776688597,0.000448848530884,0.000108105186346,7.95469008527e-05,8.53950129312e-05,-0.9
time dont,0.000677058035649,0.000794116631564,0.000351341855626,0.00028636884307,0.000268384326355,-0.9
new towels,0.000677058035649,0.00069053620136,0.000594578524905,0.000318187603411,0.000121992875616,-0.9
rental car companies,0.0006623393827,0.000379794910748,0.000324315559039,0.000159093801705,0.000280583613917,-0.9
positive reviews,0.0006623393827,0.000656009391292,0.000216210372693,7.95469008527e-05,0.000195188600986,-0.9
guy counter,0.0006623393827,0.00017263405034,0.000162157779519,1.59093801705e-05,3.65978626848e-05,-0.9
free nights,0.0006623393827,0.000621482581224,0.000648631118078,0.000620465826651,0.000256185038794,-0.9
toilet seat,0.000647620729751,0.000966750681904,0.000351341855626,0.000127275041364,3.65978626848e-05,-0.9
check desk,0.000647620729751,0.00110485792218,0.000513499635145,0.000445462644775,0.000292782901479,-0.9
keys room,0.000647620729751,0.000656009391292,0.000486473338558,0.000238640702558,8.53950129312e-05,-0.9
nickel dime,0.000647620729751,0.000725063011428,0.000432420745385,7.95469008527e-05,6.0996437808e-05,-0.9
days inn,0.000632902076802,0.000656009391292,0.000324315559039,7.95469008527e-05,6.0996437808e-05,-0.9
morning woke,0.000632902076802,0.000448848530884,0.000189184076106,0.000143184421535,0.000146391450739,-0.9
bell hop,0.000618183423853,0.000656009391292,0.000459447041972,0.000397734504264,0.000158590738301,-0.9
full people,0.000618183423853,0.000448848530884,0.000459447041972,0.00028636884307,0.000268384326355,-0.9
registration desk,0.000618183423853,0.000897697061768,0.000405394448799,0.000270459462899,0.000158590738301,-0.9
front desk didnt,0.000618183423853,0.000725063011428,0.000324315559039,0.000143184421535,2.43985751232e-05,-0.9
whole night,0.000618183423853,0.000586955771156,0.000432420745385,0.000238640702558,0.00037817791441,-0.9
hotel guest,0.000603464770904,0.000932223871836,0.000540525931732,0.000445462644775,0.000256185038794,-0.9
available rooms,0.000603464770904,0.000379794910748,0.000432420745385,0.00030227822324,0.000207387888547,-0.9
available room,0.000603464770904,0.000725063011428,0.000594578524905,0.000509100165458,0.000243985751232,-0.9
front desk check,0.000603464770904,0.00069053620136,0.000378368152212,0.000270459462899,9.75943004929e-05,-0.9
money time,0.000603464770904,0.000379794910748,8.10788897597e-05,9.54562810233e-05,6.0996437808e-05,-0.9
answers phone,0.000603464770904,0.000138107240272,2.70262965866e-05,6.36375206822e-05,2.43985751232e-05,-0.9
room upgrade,0.000603464770904,0.00110485792218,0.000540525931732,0.000429553264605,0.00037817791441,-0.9
previous night,0.000603464770904,0.000483375340952,0.000135131482933,0.000238640702558,0.000121992875616,-0.9
drivers license,0.000603464770904,0.000379794910748,0.000162157779519,0.000127275041364,0.000146391450739,-0.9
customer service skills,0.000588746117955,0.00017263405034,0.000297289262452,6.36375206822e-05,3.65978626848e-05,-0.9
hours phone,0.000588746117955,0.00017263405034,2.70262965866e-05,4.77281405116e-05,1.21992875616e-05,-0.9
taxi driver,0.000588746117955,0.000241687670476,0.000162157779519,6.36375206822e-05,0.000121992875616,-0.9
tow truck,0.000588746117955,6.9053620136e-05,5.40525931732e-05,3.18187603411e-05,4.87971502464e-05,-0.9
hotel doesnt,0.000588746117955,0.00110485792218,0.000567552228318,0.000206821942217,0.000121992875616,-0.9
bad cant,0.000588746117955,0.000241687670476,0.000270262965866,4.77281405116e-05,2.43985751232e-05,-0.9
hour shuttle,0.000588746117955,0.00017263405034,8.10788897597e-05,3.18187603411e-05,3.65978626848e-05,-0.9
final straw,0.000574027465006,0.00034526810068,0.000135131482933,0.0,1.21992875616e-05,-0.9
able sleep,0.000574027465006,0.00113938473224,0.000567552228318,0.00030227822324,9.75943004929e-05,-0.9
hours car,0.000574027465006,6.9053620136e-05,5.40525931732e-05,6.36375206822e-05,4.87971502464e-05,-0.9
front desk agent,0.000574027465006,0.00069053620136,0.000432420745385,0.000254550082729,0.000231786463671,-0.9
charge room,0.000574027465006,0.000656009391292,0.000513499635145,0.00028636884307,0.000109793588054,-0.9
dirty towels,0.000574027465006,0.00051790215102,0.000243236669279,3.18187603411e-05,9.75943004929e-05,-0.9
service horrible,0.000559308812058,0.000448848530884,2.70262965866e-05,3.18187603411e-05,2.43985751232e-05,-0.9
check hotel,0.000559308812058,0.000414321720816,0.000405394448799,0.000413643884434,0.000243985751232,-0.9
type room,0.000559308812058,0.00051790215102,0.000243236669279,0.000318187603411,0.000158590738301,-0.9
open window,0.000544590159109,0.000310741290612,0.000351341855626,0.000159093801705,0.000109793588054,-0.9
car dirty,0.000544590159109,0.00034526810068,5.40525931732e-05,6.36375206822e-05,0.0,-0.9
person phone,0.000544590159109,0.000552428961088,0.000108105186346,7.95469008527e-05,2.43985751232e-05,-0.9
amount money,0.000544590159109,0.000552428961088,0.000351341855626,0.000143184421535,6.0996437808e-05,-0.9
hour car,0.000544590159109,0.000310741290612,8.10788897597e-05,3.18187603411e-05,6.0996437808e-05,-0.9
minutes phone,0.000544590159109,0.000414321720816,0.000162157779519,6.36375206822e-05,7.31957253696e-05,-0.9
old man,0.000544590159109,0.000586955771156,0.000270262965866,0.000222731322388,7.31957253696e-05,-0.9
wrong information,0.000544590159109,0.00017263405034,0.000243236669279,4.77281405116e-05,0.0,-0.9
original price,0.000544590159109,0.000276214480544,0.000108105186346,0.000127275041364,6.0996437808e-05,-0.9
sorry dont,0.000544590159109,0.00051790215102,0.000216210372693,0.000270459462899,0.000158590738301,-0.9
separate occasions,0.000544590159109,0.000483375340952,0.000405394448799,0.000238640702558,0.000243985751232,-0.9
oh im,0.00052987150616,0.000276214480544,0.000108105186346,3.18187603411e-05,7.31957253696e-05,-0.9
clear place,0.00052987150616,0.000103580430204,2.70262965866e-05,4.77281405116e-05,1.21992875616e-05,-0.9
park car,0.00052987150616,0.000621482581224,0.000432420745385,0.000397734504264,0.00030498218904,-0.9
lady counter,0.00052987150616,0.00034526810068,0.000189184076106,3.18187603411e-05,6.0996437808e-05,-0.9
room people,0.00052987150616,0.000448848530884,0.000216210372693,0.000222731322388,9.75943004929e-05,-0.9
didnt matter,0.00052987150616,0.000241687670476,0.000270262965866,0.000206821942217,0.000134192163178,-0.9
rental agent,0.00052987150616,0.000207160860408,5.40525931732e-05,9.54562810233e-05,4.87971502464e-05,-0.9
air freshener,0.00052987150616,0.000552428961088,0.000297289262452,0.000190912562047,6.0996437808e-05,-0.9
hot water shower,0.00052987150616,0.00107033111211,0.000405394448799,0.000222731322388,6.0996437808e-05,-0.9
monday morning,0.00052987150616,0.000207160860408,0.000162157779519,0.000143184421535,0.000158590738301,-0.9
sure im,0.000515152853211,0.000586955771156,0.000513499635145,0.000318187603411,0.000219587176109,-0.9
star place,0.000515152853211,0.000379794910748,0.000297289262452,0.000334096983582,0.000182989313424,-0.9
bath tub,0.000515152853211,0.000552428961088,0.000432420745385,0.000334096983582,0.000292782901479,-0.9
minutes room,0.000515152853211,0.000552428961088,0.000405394448799,0.000334096983582,0.000219587176109,-0.9
dollars day,0.000515152853211,0.00034526810068,0.000351341855626,0.000206821942217,7.31957253696e-05,-0.9
shower water,0.000515152853211,0.00110485792218,0.000270262965866,0.000175003181876,6.0996437808e-05,-0.9
room type,0.000515152853211,0.00069053620136,0.000270262965866,0.000159093801705,0.000134192163178,-0.9
bathroom floor,0.000515152853211,0.000966750681904,0.000459447041972,0.000270459462899,2.43985751232e-05,-0.9
room way,0.000500434200262,0.000552428961088,0.000378368152212,0.000222731322388,8.53950129312e-05,-0.9
person front desk,0.000500434200262,0.000483375340952,0.000135131482933,0.000159093801705,2.43985751232e-05,-0.9
room ive,0.000500434200262,0.000448848530884,0.000324315559039,0.000445462644775,0.000317181476602,-0.9
towels room,0.000500434200262,0.000897697061768,0.000270262965866,0.000159093801705,4.87971502464e-05,-0.9
didnt show,0.000500434200262,0.000414321720816,0.000108105186346,4.77281405116e-05,4.87971502464e-05,-0.9
place doesnt,0.000500434200262,0.000276214480544,0.000459447041972,0.000159093801705,0.000146391450739,-0.9
room bed,0.000500434200262,0.000621482581224,0.000432420745385,0.000381825124093,0.000268384326355,-0.9
woman front desk,0.000500434200262,0.000656009391292,0.000297289262452,0.000143184421535,6.0996437808e-05,-0.9
hotel front desk,0.000500434200262,0.000276214480544,0.000189184076106,4.77281405116e-05,0.000134192163178,-0.9
new ticket,0.000485715547313,6.9053620136e-05,2.70262965866e-05,0.0,1.21992875616e-05,-0.9
open room,0.000485715547313,0.000207160860408,0.000324315559039,0.000143184421535,6.0996437808e-05,-0.9
room charge,0.000485715547313,0.000621482581224,0.000243236669279,0.000159093801705,0.000109793588054,-0.9
step foot,0.000485715547313,0.00017263405034,8.10788897597e-05,9.54562810233e-05,4.87971502464e-05,-0.9
wall paper,0.000485715547313,0.000586955771156,0.000243236669279,7.95469008527e-05,6.0996437808e-05,-0.9
room stay,0.000485715547313,0.000586955771156,0.000378368152212,0.000334096983582,0.000243985751232,-0.9
hours sleep,0.000485715547313,0.000379794910748,0.000243236669279,0.000334096983582,0.000146391450739,-0.9
time shares,0.000485715547313,0.000207160860408,0.000351341855626,0.000127275041364,3.65978626848e-05,-0.9
room wouldnt,0.000485715547313,0.000656009391292,0.000432420745385,9.54562810233e-05,7.31957253696e-05,-0.9
place im,0.000485715547313,0.000414321720816,0.000378368152212,0.000397734504264,0.000195188600986,-0.9
sales rep,0.000485715547313,0.000310741290612,0.000162157779519,3.18187603411e-05,3.65978626848e-05,-0.9
cell phones,0.000485715547313,0.000310741290612,0.000135131482933,0.000190912562047,7.31957253696e-05,-0.9
customer service representative,0.000470996894364,0.000103580430204,0.000135131482933,6.36375206822e-05,2.43985751232e-05,-0.9
front desk request,0.000470996894364,0.000621482581224,8.10788897597e-05,4.77281405116e-05,1.21992875616e-05,-0.9
night im,0.000456278241415,0.000656009391292,0.000405394448799,0.000365915743923,0.000121992875616,-0.9
people party,0.000456278241415,0.000414321720816,0.000324315559039,0.000159093801705,0.000243985751232,-0.9
file complaint,0.000456278241415,6.9053620136e-05,2.70262965866e-05,0.0,1.21992875616e-05,-0.9
rude people,0.000456278241415,0.00017263405034,8.10788897597e-05,4.77281405116e-05,4.87971502464e-05,-0.9
big disappointment,0.000456278241415,0.000794116631564,0.000432420745385,0.000111365661194,2.43985751232e-05,-0.9
car keys,0.000456278241415,0.000276214480544,2.70262965866e-05,7.95469008527e-05,2.43985751232e-05,-0.9
nice day,0.000456278241415,0.000379794910748,0.000297289262452,0.00030227822324,0.000146391450739,-0.9
room phone,0.000456278241415,0.00051790215102,0.000162157779519,0.000111365661194,6.0996437808e-05,-0.9
negative star,0.00160433317143,3.4526810068e-05,0.0,0.0,0.0,-0.894427191
bed bug bites,0.000706495341546,0.000103580430204,0.0,0.0,0.0,-0.894427191
horrible hotel,0.000588746117955,6.9053620136e-05,0.0,0.0,0.0,-0.894427191
place horrible,0.0013541160713,0.000310741290612,0.0,1.59093801705e-05,0.0,-0.820782681668
place costs,0.00103030570642,0.000103580430204,0.0,1.59093801705e-05,0.0,-0.820782681668
place terrible,0.000750651300393,0.00017263405034,0.0,3.18187603411e-05,0.0,-0.820782681668
dont waste money,0.000721213994495,0.000207160860408,0.0,3.18187603411e-05,0.0,-0.820782681668
